LandProvince;SeaZone;x;y
setubal;bay_setubal;7272;5546;x
patuxent;upper_chesapeake_bay;4214;5535;x
atalanti;euboic_sea;8750;5556;x
goseong;changdae_cape;13536;5551;x
monteleone;eolie_islands;8417;5558;x
th_sariel_judgment_old_masion;th_moriya_front_sea;14628;5557;x
chicamacomico;upper_chesapeake_bay;4220;5546;x
eretreia;gulf_kymi;8779;5558;x
jinghai;northern_bohai_bay;13042;5556;x
kymi;cape_caphereus;8795;5540;x
cesme;gulf_smyrna;8892;5546;x
pungcheon;taedong_river_mouth;13379;5548;x
horta;terceira_island;6396;5550;x
oshika;sendai_bay;14126;5536;x
angelokastron;gulf_patras;8652;5538;x
th_abyss_gaze_gate;th_moriya_front_sea;14632;5542;x
chios;gulf_smyrna;8884;5545;x
astara;caspian_sea5;9918;5532;x
liguo;northern_bohai_bay;13046;5545;x
menemen;gulf_smyrna;8916;5543;x
patawomeck;upper_chesapeake_bay;4182;5539;x
potapoco;upper_chesapeake_bay;4182;5539;x
urla;gulf_smyrna;8911;5543;x
negroponte;euboic_sea;8764;5547;x
iwafune;east_sado;14036;5535;x
cephalonia;gulf_patras;8634;5532;x
palmi;strait_messina;8413;5540;x
alicante;costa_blanca;7674;5538;x
alcacer_do_sal;bay_setubal;7288;5539;x
gerace;spartivento_cape;8435;5531;x
smyrna;gulf_smyrna;8921;5541;x
th_flower_field_backstage;th_lost_light_strait_sea;15673;5532;x
wicomico;chincoteague_bay;4268;5528;x
salona;gulf_corinth;8707;5535;x
nafpaktos;gulf_corinth;8689;5536;x
livadeia;gulf_corinth;8727;5530;x
mewuk;san_francisco_bay;2110;5507;x
thebes;petalion_gulf;8774;5537;x
miyagi;sendai_bay;14113;5532;x
patras;gulf_patras;8679;5529;x
kamo;east_sado;13995;5525;x
vostitsa;gulf_corinth;8699;5531;x
jangyeon;changsan_cape;13375;5520;x
th_cucumenber_port;th_moriya_front_sea;14651;5520;x
sines;bay_setubal;7289;5523;x
messina;strait_messina;8398;5519;x
reggiocal;strait_messina;8403;5523;x
athens;saronic_gulf;8775;5501;x
elche;costa_blanca;7669;5527;x
karystos;cape_caphereus;8805;5525;x
palermo;gulf_termini;8302;5524;x
wicocomico;upper_chesapeake_bay;4206;5522;x
chalandritsa;gulf_patras;8670;5527;x
yanshan;southern_bohai_bay;13054;5527;x
natori;sendai_bay;14108;5523;x
th_primordial_flower_sea;th_lost_light_strait_sea;15652;5525;x
patti;eolie_islands;8369;5526;x
trapani;egadi_islands;8253;5512;x
xylokastro;gulf_corinth;8714;5524;x
wudi;southern_bohai_bay;13059;5518;x
ingnyeong;hajodae_cape;13551;5517;x
sawata;west_sado;13984;5510;x
orihuela;costa_blanca;7663;5515;x
suisin;san_francisco_bay;2124;5521;x
andravida;gulf_patras;8658;5514;x
megara;saronic_gulf;8757;5506;x
nutari;east_sado;14031;5519;x
dulab;caspian_sea5;9921;5507;x
th_stardust_flower_cape;th_lost_light_strait_sea;15628;5515;x
th_flower_tide_wharf;th_lost_light_strait_sea;15640;5519;x
mistretta;gulf_termini;8347;5517;x
corinth;gulf_corinth;8729;5515;x
chochenyo;san_francisco_bay;2126;5499;x
termini;gulf_termini;8315;5516;x
cefalu;gulf_termini;8329;5518;x
ongjin;changsan_cape;13383;5507;x
salemi;gulf_castellammare;8281;5518;x
ayasuluk;gulf_kusadasi;8928;5512;x
uda_mutsu;sendai_bay;14108;5507;x
haeju;kanghwa_bay;13418;5509;x
andros;west_cyclades;8820;5503;x
accomac;chincoteague_bay;4249;5490;x
nishikanbara;east_sado;14015;5509;x
zakynthos;kyparissia_gulf;8642;5496;x
ponta_delgada;sao_miguel_island1;6529;5505;x
myeongju;hajodae_cape;13560;5502;x
rappahannock;lower_chesapeake_bay;4198;5505;x
zhanhua;southern_bohai_bay;13072;5507;x
th_water_supply_system;th_genbu_sawa_sea;14664;5500;x
th_marked_entrance_2;th_lost_light_strait_sea;15615;5502;x
mazara;granitola_cape;8267;5488;x
baekcheon;kanghwa_bay;13435;5502;x
damala;saronic_gulf;8753;5493;x
kaesong;kanghwa_bay;13443;5505;x
murcia;costa_blanca;7656;5501;x
penglai;bohai_strait;13191;5504;x
awaswas;san_francisco_bay;2123;5491;x
samos;gulf_kusadasi;8912;5504;x
inju;kanghwa_bay;13443;5494;x
catania;gulf_catania;8384;5489;x
balat;icarian_sea;8926;5490;x
lijin;laizhou_bay;13088;5492;x
th_skeleton_plateau;th_ka_mei_shallow_sea;14480;5502;x
etrek;caspian_sea1;10144;5485;x
huangxian;bohai_strait;13168;5496;x
th_kappa_port;th_genbu_sawa_sea;14678;5483;x
werowocomoco;lower_chesapeake_bay;4214;5475;x
th_lunar_port;th_hourai_shoal_sea;15626;5482;x
odemira;cape_sines;7289;5488;x
cartagena;gulf_mazarron;7647;5487;x
pontikokastro;kyparissia_gulf;8663;5492;x
namekata;shioya_cape;14112;5491;x
kythnos;west_cyclades;8807;5479;x
mykonos;east_cyclades;8842;5482;x
ikaria;icarian_sea;8892;5489;x
th_lost_souls_shelter;th_ka_mei_shallow_sea;14462;5489;x
bandar_e_anzali;caspian_sea5;9934;5488;x
koshi;west_sado;14003;5489;x
fushan_muping;bohai_strait;13209;5490;x
th_tagnation_port;th_moriya_front_sea_input;14508;5491;x
andritsaina;kyparissia_gulf;8673;5485;x
nafplio;argolic_gulf;8734;5484;x
mula;gulf_mazarron;7631;5486;x
sciacca;granitola_cape;8288;5482;x
argos;argolic_gulf;8728;5486;x
sejnane;annaba_bay;8109;5467;x
weihai;jingzitou_peninsula;13252;5484;x
zhaoyuan;bohai_strait;13162;5485;x
suzu;toyama_bay;13940;5475;x
milas;icarian_sea;8936;5474;x
kariwa;west_sado;13997;5480;x
shineha;shioya_cape;14112;5481;x
lorca;gulf_mazarron;7622;5478;x
astros;argolic_gulf;8733;5470;x
th_shaping_bureau;th_moriya_front_sea_input;14521;5484;x
th_sunflower_outpost;th_hourai_shoal_sea;15629;5476;x
kos;icarian_sea;8916;5462;x
rasht;caspian_sea4;9960;5482;x
lean;laizhou_bay;13095;5477;x
yexian_laizhou;laizhou_bay;13146;5468;x
muping;jingzitou_peninsula;13231;5482;x
samcheok;samcheok_coast;13577;5473;x
th_human_doll_citizen_apartments;th_moriya_front_sea_input;14532;5479;x
kiskiack;lower_chesapeake_bay;4210;5468;x
lahijan;caspian_sea4;9974;5479;x
fugeshi;noto_coast;13916;5477;x
lagos;cape_sao_vicente;7290;5456;x
ermioni;argolic_gulf;8751;5473;x
mubarakabad;caspian_sea1;10148;5464;x
chengshan;chengshan_cape;13273;5466;x
th_beast_downtown;th_moriya_front_sea_input;14548;5471;x
th_kappa_beach;th_fuujin_sea;14701;5461;x
girgenti;gulf_gela;8315;5463;x
kyparissia;kyparissia_gulf;8674;5467;x
bizerte;cape_ben_sakka;8143;5470;x
syracuse;gulf_catania;8385;5466;x
naraha;shioya_cape;14111;5468;x
mojacar;gulf_of_almeria;7608;5456;x
higashikubiki;toyama_bay;13983;5466;x
langarud;caspian_sea4;9982;5464;x
shouguang;laizhou_bay;13110;5467;x
suwon;kyonggi_bay;13452;5465;x
th_primate_lower_city;th_moriya_front_sea_input;14560;5466;x
th_marigold_confluence;th_western_pure_land_sea;14443;5457;x
th_lunar_rabbit_collective_canteen;th_hourai_shoal_sea;15637;5456;x
weyanock;lower_chesapeake_bay;4196;5466;x
naxos;east_cyclades;8846;5453;x
bodrum;ceramic_gulf;8947;5451;x
noto_jap;noto_coast;13912;5458;x
ayamonte;cape_st_mary;7359;5464;x
huelva;bay_of_cadiz;7377;5462;x
tavira;cape_st_mary;7346;5460;x
th_under_water_port;th_fuujin_sea;14726;5456;x
tebourba;gulf_tunis;8156;5457;x
kelibia;cape_bon;8199;5447;x
beihai;laizhou_bay;13118;5462;x
changyi;laizhou_bay;13127;5461;x
uljin;samcheok_coast;13583;5456;x
nishikubiki;toyama_bay;13965;5458;x
iwaki;shioya_cape;14109;5454;x
nansemond;lower_chesapeake_bay;4210;5452;x
silves;cape_st_mary;7314;5456;x
coria_del_rio;bay_of_cadiz;7410;5450;x
sevilla;bay_of_cadiz;7415;5458;x
collo;gulf_stora;7991;5455;x
tekouch;gulf_stora;8026;5459;x
terranovasic;gulf_gela;8338;5457;x
faro;cape_st_mary;7329;5451;x
niebla;bay_of_cadiz;7394;5450;x
el_milia;gulf_bejaia;7973;5449;x
sanlucar;bay_of_cadiz;7402;5443;x
tonekabon;caspian_sea3;10004;5446;x
tabarka;annaba_bay;8093;5453;x
monemvasia;lakonikos_gulf;8735;5426;x
milos;east_cyclades;8819;5447;x
amorgos;south_cyclades;8864;5418;x
gokabat;ceramic_gulf;8969;5453;x
aju;kyonggi_bay;13459;5452;x
th_tool_graveyard;th_divine_mark_reef_sea;14583;5456;x
kalamata;messinia_gulf;8695;5453;x
marmaris;ceramic_gulf;8958;5437;x
seosan;cheonsu_bay;13445;5424;x
th_kappa_capital;th_cucumber_field_bay;14770;5450;x
modica;strait_malta;8359;5436;x
modon;messinia_gulf;8684;5440;x
th_treasure_bay;th_fuujin_sea;14739;5443;x
th_smart_first_city;th_cucumber_field_bay;14786;5447;x
annaba;annaba_bay;8047;5447;x
wendeng;zhengjia_bay;13245;5449;x
niikawa;toyama_bay;13944;5448;x
th_yamato_beach;th_divine_mold_sea;14446;5434;x
skikda;gulf_stora;8007;5449;x
tunis;gulf_tunis;8163;5443;x
leuktron;messinia_gulf;8703;5445;x
mutsun;santa_cruz_cove;2145;5409;x
chesapeake;chesapeake_channel;4236;5439;x
el_kala;annaba_bay;8069;5450;x
noto;gulf_noto;8381;5439;x
imizu;toyama_bay;13929;5443;x
th_mangengasaki_port;th_eternal_night_calm_bay_north_sea;15636;5431;x
tedelles;bay_algiers;7867;5449;x
astarabad;caspian_sea1;10150;5446;x
kikuta;shioya_cape;14102;5446;x
th_clay_bay;th_divine_mark_reef_sea;14597;5444;x
almeria;gulf_of_almeria;7587;5440;x
azeffoun;bay_algiers;7886;5449;x
ashraf;caspian_sea1;10132;5447;x
th_mangroove_swamp;th_cucumber_field_bay;14783;5426;x
bejaia;gulf_bejaia;7918;5444;x
nabeul;gulf_tunis;8171;5442;x
rushan;daqiao_bay;13229;5439;x
tamentfoust;bay_algiers;7845;5441;x
jijel;gulf_bejaia;7957;5443;x
taga;kashima_coast;14098;5434;x
algiers;bay_algiers;7830;5442;x
yuksekkum;gulf_fethiye;9000;5434;x
sari;caspian_sea1;10106;5442;x
tammisha;caspian_sea1;10145;5441;x
mansouria;gulf_bejaia;7939;5434;x
mystras;lakonikos_gulf;8724;5440;x
kaga;kaga_coast;13907;5430;x
th_silent_fishing_village;th_divine_mark_reef_sea;14609;5441;x
oitylo;lakonikos_gulf;8716;5425;x
nei;toyama_bay;13937;5440;x
velez_malaga;costa_sol;7508;5436;x
almunecar;costa_sol;7532;5434;x
chalus;caspian_sea3;10026;5436;x
al_mamtir;caspian_sea2;10092;5438;x
dasong;daqiao_bay;13206;5431;x
adra;costa_sol;7557;5436;x
malaga;costa_sol;7490;5433;x
cherchell;cape_cherchell;7801;5431;x
amol;caspian_sea2;10074;5434;x
megri;gulf_fethiye;9016;5420;x
th_primate_spirit_garden;th_divine_mark_reef_sea;14624;5432;x
kojur;caspian_sea3;10046;5430;x
yeongdeok;yongil_bay;13584;5420;x
laiyang;daqiao_bay;13191;5430;x
hongju;cheonsu_bay;13446;5425;x
th_rabbit_port;th_eternal_night_calm_bay_north_sea;15649;5416;x
cadiz;trafalgar;7407;5416;x
jimo;daqiao_bay;13190;5419;x
brashk;cape_cherchell;7773;5428;x
croatan;albemarle_sound;4238;5411;x
tenes;cape_magroua;7745;5425;x
th_unfinished_colossus_island;th_keiki_bay_sea_west;14631;5415;x
kuji_kanto;kashima_coast;14094;5423;x
marbella;strait_of_gibraltar;7464;5420;x
th_dragon_crystal_main_island;th_divine_mold_sea;14436;5413;x
th_flooding_lowland;th_cucumber_field_bay;14798;5420;x
mostaganem;cape_magroua;7716;5410;x
nomi;kaga_coast;13896;5416;x
naka;kashima_coast;14093;5418;x
th_pot_of_greed;th_divine_mold_sea;14447;5416;x
rodos;ceramic_gulf;8959;5411;x
boryeong;cheonsu_bay;13448;5411;x
th_sloth_lagoon_island;th_divine_mold_sea;14408;5411;x
th_clay_island;th_keiki_bay_sea_west;14638;5409;x
hammamet;gulf_hammamet;8170;5404;x
kythira;lakonikos_gulf;8734;5410;x
th_genbu_port;th_shintoku_bay_sea_east;14788;5397;x
gibraltar;strait_of_gibraltar;7450;5406;x
oki;jizou_cape;13757;5401;x
th_idol_prayer_steps;th_keiki_bay_sea_west;14631;5410;x
ibaraki;kashima_coast;14091;5411;x
fushan_jiaozhou;jiaozhou_bay;13168;5401;x
th_desire_tidal_flat;th_divine_mold_sea;14420;5409;x
th_greed_black_market;th_divine_mold_sea;14447;5411;x
sakai_echizen;wakasa_bay;13884;5403;x
kashima;kashima_coast;14092;5400;x
tarifa;trafalgar;7424;5399;x
yeongil;yongil_bay;13584;5398;x
jiaoxi;jiaozhou_bay;13159;5402;x
hansan;cheonsu_bay;13453;5397;x
th_peninsula_spine_avenue;th_shintoku_bay_sea;14654;5392;x
roanoke;albemarle_sound;4240;5389;x
algeciras;strait_of_gibraltar;7445;5397;x
lingshanwei;jiaozhou_bay;13159;5385;x
tepotahal;monterey_coast;2175;5370;x
chowanoke;albemarle_sound;4210;5392;x
malta;george_bay;8343;5387;x
nyuu;wakasa_bay;13879;5388;x
th_youkai_rabbit_village;th_eternal_night_calm_bay_north_sea;15655;5380;x
th_haniwa_port;th_shintoku_bay_sea;14645;5388;x
th_kamikaze_island_main;th_shintoku_bay_sea_east;14771;5380;x
pocosin;albemarle_sound;4212;5392;x
gimje;cheonsu_bay;13454;5385;x
sousse;gulf_hammamet;8176;5386;x
th_dark_abyss;th_higan_shore_sea4;14422;5386;x
ceuta;strait_of_gibraltar;7448;5388;x
th_primate_deepwater_port;th_shintoku_bay_sea;14675;5377;x
th_hell_wind_warrier;th_shintoku_bay_sea;14704;5379;x
arzew;bay_oran;7676;5387;x
tamazaghrane;bay_oran;7690;5384;x
karpathos;karpathian_sea;8923;5369;x
th_last_chance;th_higan_shore_sea4;14416;5383;x
th_frog_port;th_shintoku_bay_sea_east;14785;5377;x
tangier;trafalgar;7419;5378;x
th_primate_barrier;th_shintoku_bay_sea;14657;5382;x
tetouan;strait_of_gibraltar;7450;5375;x
monastir;gulf_hammamet;8183;5380;x
gyeongju;changgi_cape;13586;5375;x
oran;bay_oran;7659;5377;x
jeongeup;cheonsu_bay;13449;5373;x
yosa;izasa_cape;13837;5376;x
tsuruga;wakasa_bay;13877;5372;x
katori;inubo_cape;14099;5373;x
th_hell_outpost;th_shintoku_bay_sea;14668;5377;x
hatteras;pamlico_sound;4231;5355;x
ksar_ibn_senane;bay_oran;7639;5369;x
th_moriya_garrison;th_shintoku_bay_sea;14683;5377;x
mahdia;gulf_hammamet;8193;5372;x
chania;chania_bay;8778;5365;x
futakata;izasa_cape;13816;5373;x
keta_tajima;izasa_cape;13827;5373;x
th_utopia_reflection;th_higan_shore_sea4;14412;5368;x
katsushika;sagami_bay;14059;5369;x
chiba;sagami_bay;14064;5369;x
th_kochiya_port;th_shintoku_bay_sea_east;14724;5365;x
ou;jizou_cape;13755;5368;x
houmi;izasa_cape;13802;5368;x
toshima_kanto;sagami_bay;14054;5369;x
musa;taitou_cape;14087;5366;x
th_moriya_divine_sake_cellar;th_shintoku_bay_sea_east;14778;5364;x
th_kaguya_hideout;th_eternal_night_calm_bay_north_sea;15644;5363;x
ulju;changgi_cape;13584;5361;x
kasa;wakasa_bay;13854;5368;x
tachibana;sagami_bay;14051;5359;x
asilah;trafalgar;7414;5359;x
onyuu;wakasa_bay;13864;5365;x
th_moriya_estuary;th_shintoku_bay_sea_east;14746;5365;x
tizgane;strait_of_gibraltar;7460;5360;x
rizhao;haizhou_bay;13130;5350;x
musong;gomso_bay;13448;5364;x
izumo;hino_cape;13731;5361;x
ichihara;taitou_cape;14083;5355;x
aimi;jizou_cape;13767;5364;x
kume_houki;jizou_cape;13784;5364;x
takakusa;jizou_cape;13792;5365;x
th_moriya_port;th_shintoku_bay_sea_east;14762;5362;x
hagios_pavlos;krios_cape;8787;5325;x
th_naihe_bridge;th_higan_shore_sea4;14410;5354;x
th_moriya_coast_ashi_wara;th_shintoku_bay_sea_east;14731;5362;x
candia;gulf_mirambelos;8840;5356;x
makuda;sagami_bay;14055;5353;x
melilla;cape_three_forks;7558;5351;x
pamlico;pamlico_sound;4205;5342;x
rethymno;messara_bay;8807;5339;x
ineseno;santa_barbara_coast;2202;5314;x
yeonggwang;gomso_bay;13442;5350;x
chebba;kaboudia_cape;8196;5340;x
arshgul;cape_three_forks;7619;5348;x
elounda;gulf_mirambelos;8864;5349;x
th_faith_clay_pool_island;th_higan_shore_sea4;14374;5347;x
dongnae;masan_bay;13569;5340;x
tazroute;coast_gharb;7410;5347;x
kamakura;sagami_bay;14044;5345;x
badis;hoceima_bay;7483;5345;x
temsamane;hoceima_bay;7526;5348;x
aikou;sagami_bay;14030;5348;x
ghassasa;hoceima_bay;7543;5346;x
siteia;coast_crete;8878;5331;x
nima;hino_cape;13718;5345;x
isumi;taitou_cape;14082;5343;x
al_mazamma;hoceima_bay;7509;5347;x
ashigara;sagami_bay;14026;5344;x
th_secret_path_of_princess;th_eternal_night_calm_bay_south_sea;15638;5342;x
muan;gomso_bay;13437;5334;x
th_idol_bay;th_higan_shore_sea4;14407;5340;x
larache;coast_gharb;7404;5327;x
th_dregs_shantytown;th_inishie_saiban_umi;14372;5322;x
ras_kebdana;cape_three_forks;7574;5338;x
uian;masan_bay;13547;5337;x
nedroma;cape_three_forks;7598;5338;x
awa;nojima_cape;14064;5331;x
fuji;suruga_bay;14003;5338;x
suntou;suruga_bay;14009;5337;x
kamo_izu;suruga_bay;14015;5309;x
ihara;suruga_bay;13997;5330;x
coree;raleigh_bay;4217;5321;x
gergeri;messara_bay;8823;5327;x
ganyu;haizhou_bay;13118;5327;x
sacheon;sacheon_bay;13527;5324;x
naka_iwami;takayama_cape;13702;5328;x
th_marked_exit_2;th_eternal_night_calm_bay_south_sea;15646;5328;x
geoje;masan_bay;13545;5327;x
tagata;suruga_bay;14006;5327;x
neuse;pamlico_sound;4193;5330;x
mie;ise_bay;13912;5329;x
nakajima;ise_bay;13916;5332;x
aichi;ise_bay;13918;5320;x
hadong;sacheon_bay;13509;5328;x
viannos;coast_crete;8849;5330;x
th_black_sand_beach;th_higan_shore_sea4;14404;5322;x
namhae;sacheon_bay;13516;5321;x
sfaqes;gulf_gabes1;8178;5309;x
suncheon;sacheon_bay;13503;5311;x
shida;suruga_bay;13989;5322;x
th_idol_frontier;th_higan_shore_sea4;14398;5319;x
suzuka;ise_bay;13908;5318;x
sidi_fredj;kaboudia_cape;8199;5318;x
jindo;yangsan_bay;13431;5304;x
th_anvil_root_bridge;th_higan_shore_sea2;14365;5273;x
boseong;cheju_strait;13479;5312;x
hoi;ise_bay;13936;5313;x
hekikai;ise_bay;13928;5317;x
qushan;haizhou_bay;13129;5312;x
heungyang;cheju_strait;13479;5302;x
mino;takayama_cape;13689;5315;x
shikama;east_seto_sea;13820;5317;x
kitou;suruga_bay;13977;5308;x
th_bamboo_forest_garrison;th_eternal_night_calm_bay_south_sea;15657;5301;x
haenam;cheju_strait;13452;5286;x
yeonggam;yangsan_bay;13446;5314;x
akou;east_seto_sea;13812;5315;x
akashi;east_seto_sea;13830;5312;x
kamiagata;masan_bay;13575;5308;x
th_huziwara_port;th_eternal_night_calm_bay_south_sea;15646;5311;x
wake;east_seto_sea;13805;5312;x
muko;east_seto_sea;13846;5311;x
kawabe;east_seto_sea;13852;5312;x
th_haniwa_factory;th_inishie_saiban_umi;14366;5306;x
abu;takayama_cape;13675;5305;x
joutou;central_seto_sea;13791;5301;x
osaka;east_seto_sea;13853;5310;x
ichishi;ise_bay;13908;5311;x
fuchi;ise_bay;13955;5311;x
corani;onslow_bay;4174;5304;x
toyoda;suruga_bay;13963;5309;x
la_mamora;mouth_sebou;7390;5295;x
jangheung;cheju_strait;13463;5293;x
awaji;east_seto_sea;13833;5295;x
taki;ise_bay;13911;5308;x
izumi;east_seto_sea;13849;5297;x
watarai;ise_bay;13915;5305;x
shima;daiou_cape;13914;5288;x
mahres;gulf_gabes1;8160;5292;x
asakuchi;central_seto_sea;13771;5297;x
banpu;jiangsu_coast;13134;5283;x
ootsu;takayama_cape;13662;5299;x
ashida;central_seto_sea;13762;5293;x
th_dead_zone;th_higan_shore_sea2;14386;5263;x
shimoagata;east_tsushima_strait;13580;5287;x
chicora;onslow_bay;4150;5282;x
miki;east_seto_sea;13805;5289;x
ventureno;los_angeles_bay;2267;5279;x
mitoyo;central_seto_sea;13775;5287;x
aya;central_seto_sea;13786;5296;x
sera;central_seto_sea;13751;5288;x
toyoura;east_tsushima_strait;13647;5281;x
saeki;west_seto_sea;13716;5286;x
aki;west_seto_sea;13726;5283;x
toyota;central_seto_sea;13746;5290;x
kaisou;east_seto_sea;13840;5283;x
ochi;central_seto_sea;13745;5281;x
sale;mouth_sebou;7382;5280;x
awa_shikoku;east_seto_sea;13816;5286;x
gabes;gulf_gabes1;8152;5269;x
kuga;west_seto_sea;13710;5278;x
kitamuro;daiou_cape;13895;5275;x
pimuu_nga;los_angeles_bay;2239;5268;x
nakata;east_seto_sea;13819;5275;x
th_barrier_of_pride;th_sunken_soul_sea;15649;5268;x
rabat;mouth_sebou;7371;5266;x
asa;shimonoseki_strait;13659;5269;x
saba;shimonoseki_strait;13682;5271;x
tsuno;shimonoseki_strait;13689;5270;x
nii;central_seto_sea;13761;5272;x
yaanga;orange_cove;2318;5253;x
andong_huaian;jiangsu_coast;13136;5271;x
iyo;west_seto_sea;13729;5267;x
naka_shikoku;east_seto_sea;13823;5265;x
yoshiki_suou;shimonoseki_strait;13671;5269;x
kumage;west_seto_sea;13711;5263;x
hidaka;east_seto_sea;13837;5266;x
nakatsu;shimonoseki_strait;13654;5262;x
onga;east_tsushima_strait;13632;5266;x
funing_huaian;jiangsu_coast;13153;5259;x
minamimuro;shio_cape;13885;5260;x
th_loyalty_maze_island;th_higan_shore_sea2;14375;5255;x
th_haniwa_subrbs;th_higan_shore_sea2;14389;5267;x
necoes;long_bay_us;4128;5265;x
ajim;gulf_gabes1;8185;5254;x
th_barrier_of_gluttony;th_sunken_soul_sea;15653;5257;x
higashimatsuura;east_tsushima_strait;13599;5255;x
th_onimi_barracks;th_higan_shore_sea2;14389;5251;x
waccamaw;long_bay_us;4106;5256;x
anfa;coast_tamasna;7347;5250;x
medenine;gulf_gabes1;8172;5252;x
kaifu;tenjin_cape;13811;5250;x
mikasa;east_tsushima_strait;13626;5252;x
nishimuro;tenjin_cape;13857;5243;x
kunisaki;shimonoseki_strait;13678;5254;x
ukena;west_seto_sea;13726;5253;x
higashimuro;shio_cape;13878;5244;x
th_barrier_of_death;th_sunken_soul_sea;15659;5244;x
hakata;east_tsushima_strait;13615;5251;x
mike;shimonoseki_strait;13660;5250;x
zarzis;coast_jeffara;8203;5232;x
kita_shikoku;west_seto_sea;13720;5250;x
th_harvest_altar;th_east_bank_of_misty_lake;15193;5249;x
th_derelict_mansion;th_east_bank_of_misty_lake;15207;5244;x
usa;shimonoseki_strait;13668;5248;x
tamna;cheju_strait;13450;5244;x
kukamonga;orange_cove;2335;5238;x
winyah;charleston_harbor;4090;5232;x
th_calamity_forest;th_norh_bank_of_misty_lake;15124;5243;x
azemmour;coast_tamasna;7322;5238;x
yancheng;changsha_island;13169;5237;x
uwa;west_seto_sea;13713;5234;x
th_inari_torii;th_norh_bank_of_misty_lake;15138;5239;x
nishimatsuura;west_tsushima_strait;13588;5238;x
kami_shikoku;muroto_cape;13776;5242;x
nagaoka;muroto_cape;13772;5241;x
aki_shikoku;muroto_cape;13791;5233;x
th_bountiful_shrine;th_east_bank_of_misty_lake;15170;5228;x
th_rusted_gate;th_east_bank_of_misty_lake;15218;5230;x
seongwi;east_jeju_sea;13462;5228;x
agawa;muroto_cape;13768;5238;x
th_etrnal_night_forest;th_norh_bank_of_misty_lake;15109;5228;x
th_yama_outpost_harbor;th_higan_shore_sea2;14378;5232;x
th_sea_of_lycoris;th_sunken_soul_sea;15666;5235;x
takaoka;muroto_cape;13760;5232;x
th_isle_void_gaze;th_higan_shore_sea2;14364;5232;x
hayami;west_seto_sea;13680;5231;x
th_skeleton_castle_tower;th_sunken_soul_sea;15687;5223;x
payomkawichum;orange_cove;2345;5228;x
minamimatsuura;oomura_bay;13562;5202;x
mazaghan;cape_beddouza;7297;5220;x
ooita;west_seto_sea;13682;5229;x
xinghua;changsha_island;13177;5218;x
amabe;kannon_rock;13701;5206;x
th_isle_rust_shield_island;th_higan_shore_sea;14314;5212;x
th_picnic_spot_for_somebody;th_sunken_soul_sea;15672;5227;x
